time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-09-24 00:00:00+00:00,5,1,72.0,17.0
2025-09-25 00:00:00+00:00,3,3,,
2025-09-26 00:00:00+00:00,6,3,7.0,6.0
2025-09-27 00:00:00+00:00,5,4,45.0,9.0
2025-09-28 00:00:00+00:00,17,16,128.0,9.0
2025-09-29 00:00:00+00:00,26,18,49.0,17.0
2025-09-30 00:00:00+00:00,15,11,106.0,27.0
2025-10-01 00:00:00+00:00,8,7,164.0,34.0
2025-10-02 00:00:00+00:00,26,9,148.0,42.0
2025-10-03 00:00:00+00:00,55,25,82.0,19.0
2025-10-04 00:00:00+00:00,19,13,82.0,10.0
2025-10-05 00:00:00+00:00,15,10,91.0,27.0
2025-10-06 00:00:00+00:00,21,10,143.0,25.0
2025-10-07 00:00:00+00:00,19,4,182.0,22.0
