time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-13 00:00:00+00:00,16,10,69,4
2026-03-14 00:00:00+00:00,13,8,9,4
2026-03-15 00:00:00+00:00,14,7,5,2
2026-03-16 00:00:00+00:00,9,8,12,4
2026-03-17 00:00:00+00:00,45,13,42,5
2026-03-18 00:00:00+00:00,15,13,7,4
2026-03-19 00:00:00+00:00,27,11,13,7
2026-03-20 00:00:00+00:00,11,5,7,5
2026-03-21 00:00:00+00:00,17,7,9,6
2026-03-22 00:00:00+00:00,11,5,9,3
2026-03-23 00:00:00+00:00,20,14,46,5
2026-03-24 00:00:00+00:00,77,36,30,3
2026-03-25 00:00:00+00:00,15,6,9,5
2026-03-26 00:00:00+00:00,10,9,1,1
