time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-15 00:00:00+00:00,15,7,51,10
2025-10-16 00:00:00+00:00,39,10,157,23
2025-10-17 00:00:00+00:00,47,16,69,22
2025-10-18 00:00:00+00:00,41,13,66,12
2025-10-19 00:00:00+00:00,24,7,94,15
2025-10-20 00:00:00+00:00,13,7,32,10
2025-10-21 00:00:00+00:00,22,10,287,48
2025-10-22 00:00:00+00:00,10,7,207,29
2025-10-23 00:00:00+00:00,15,8,88,22
2025-10-24 00:00:00+00:00,17,9,183,48
2025-10-25 00:00:00+00:00,14,7,103,27
2025-10-26 00:00:00+00:00,24,9,105,25
2025-10-27 00:00:00+00:00,24,11,110,25
2025-10-28 00:00:00+00:00,18,10,64,22
