referrer,views_total,views_unique
t.co,49,4
github.com,34,13
Google,13,3
go.bsky.app,7,4
linkedin.com,6,1
alternativeto.net,1,1
f-droid.org,1,1
fdroid.tabler.dev,1,1
shalenmathew.github.io,1,1
