referrer,views_total,views_unique
linkedin.com,42,6
github.com,39,11
lnkd.in,26,1
apt.izzysoft.de,24,1
com.linkedin.android,4,3
go.bsky.app,3,3
t.co,3,2
androidfreeware.net,1,1
