url_path,views_total,views_unique
/shalenMathew/Quotes-app,70,44
/shalenMathew/Quotes-app/pull/191,20,3
/shalenMathew/Quotes-app/issues,16,8
/shalenMathew/Quotes-app/pulls,16,5
/shalenMathew/Quotes-app/issues/187,16,4
/shalenMathew/Quotes-app/tree/master/app,14,7
/shalenMathew/Quotes-app/tree/master/app/src,9,6
/shalenMathew/Quotes-app/tree/master/app/src/main/java/com/shalenmathew/quotesapp/data,9,4
/shalenMathew/Quotes-app/tree/master/app/src/main/java/com/shalenmathew/quotesapp,7,5
/shalenMathew/Quotes-app/tree/master/app/src/main,6,5
