time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-02 00:00:00+00:00,16,5,0,0
2026-08-03 00:00:00+00:00,7,3,0,0
2026-08-04 00:00:00+00:00,12,11,9,7
2026-08-05 00:00:00+00:00,24,9,5,4
2026-08-06 00:00:00+00:00,1,1,4,2
2026-08-07 00:00:00+00:00,5,5,2,2
2026-08-08 00:00:00+00:00,15,6,2,2
2026-08-09 00:00:00+00:00,4,4,11,2
2026-08-10 00:00:00+00:00,5,5,8,3
2026-08-11 00:00:00+00:00,51,50,3,2
2026-08-12 00:00:00+00:00,2,2,8,6
2026-08-13 00:00:00+00:00,58,38,10,4
2026-08-14 00:00:00+00:00,23,12,2,2
2026-08-15 00:00:00+00:00,28,19,6,6
