url_path,views_total,views_unique
/shalenMathew/Quotes-app,57,47
/shalenMathew/Quotes-app/releases,9,5
/shalenMathew/Quotes-app/issues,8,3
/shalenMathew/Quotes-app/tree/master/app,6,4
/shalenMathew/Quotes-app/blob/master/app/build.gradle.kts,6,3
/shalenMathew/Quotes-app/tree/master/app/src,4,3
/shalenMathew/Quotes-app/issues/185,3,2
/shalenMathew/Quotes-app/releases/tag/v3.5,3,2
/shalenMathew/Quotes-app/tree/master/app/src/androidTest/java/com/shalenmathew/quotesapp,3,2
/shalenMathew/Quotes-app/tree/master/app/src/main,3,2
