url_path,views_total,views_unique
/shalenMathew/Quotes-app,174,125
/shalenMathew/Quotes-app/tree/master/app,30,26
/shalenMathew/Quotes-app/issues,29,13
/shalenMathew/Quotes-app/tree/master/app/src,27,24
/shalenMathew/Quotes-app/tree/master/app/src/main,26,23
/shalenMathew/Quotes-app/tree/master/app/src/main/java/com/shalenmathew/quotesapp,25,19
/shalenMathew/Quotes-app/releases,17,8
/shalenMathew/Quotes-app/tree/master/app/src/main/java/com/shalenmathew/quotesapp/data,14,11
/shalenMathew/Quotes-app/releases/tag/v4.1,13,8
/shalenMathew/Quotes-app/blob/master/app/build.gradle.kts,12,3
