time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-28 00:00:00+00:00,6,5,11,7
2026-08-29 00:00:00+00:00,3,3,4,4
2026-08-30 00:00:00+00:00,7,5,9,4
2026-08-31 00:00:00+00:00,131,111,3,2
2026-09-01 00:00:00+00:00,14,8,8,6
2026-09-02 00:00:00+00:00,4,4,8,4
2026-09-03 00:00:00+00:00,5,4,22,5
2026-09-04 00:00:00+00:00,9,6,3,3
2026-09-05 00:00:00+00:00,4,4,7,4
2026-09-06 00:00:00+00:00,34,17,1,1
2026-09-07 00:00:00+00:00,10,9,3,1
2026-09-08 00:00:00+00:00,25,10,6,5
2026-09-09 00:00:00+00:00,7,5,9,5
2026-09-10 00:00:00+00:00,12,8,16,2
