time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-23 00:00:00+00:00,3,3,4.0,2.0
2025-06-24 00:00:00+00:00,1,1,11.0,3.0
2025-06-25 00:00:00+00:00,2,2,4.0,2.0
2025-06-26 00:00:00+00:00,5,5,1.0,1.0
2025-06-27 00:00:00+00:00,5,5,4.0,3.0
2025-06-28 00:00:00+00:00,3,3,,
2025-06-29 00:00:00+00:00,2,2,51.0,11.0
2025-06-30 00:00:00+00:00,1,1,23.0,12.0
2025-07-01 00:00:00+00:00,41,24,124.0,19.0
2025-07-02 00:00:00+00:00,16,10,70.0,22.0
2025-07-03 00:00:00+00:00,6,6,65.0,12.0
2025-07-04 00:00:00+00:00,5,4,9.0,8.0
2025-07-05 00:00:00+00:00,6,6,9.0,5.0
2025-07-06 00:00:00+00:00,1,1,21.0,5.0
