url_path,views_total,views_unique
/shalenMathew/Quotes-app,38,25
/shalenMathew/Quotes-app/issues,12,8
/shalenMathew/Quotes-app/tree/master/app/src,9,4
/shalenMathew/Quotes-app/tree/master/app,6,4
/shalenMathew/Quotes-app/tree/master/app/src/main/java/com/shalenmathew/quotesapp,6,3
/shalenMathew/Quotes-app/tree/master/app/src/main,5,3
/shalenMathew/Quotes-app/releases/tag/v4.2,5,2
/shalenMathew/Quotes-app/pulls,4,3
/shalenMathew/Quotes-app/pull/191,4,2
/shalenMathew/Quotes-app/tree/master/fastlane/metadata/android/en-US,4,2
