time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-05 00:00:00+00:00,74,20,11,10
2026-05-06 00:00:00+00:00,53,14,2,2
2026-05-07 00:00:00+00:00,107,48,6,4
2026-05-08 00:00:00+00:00,42,20,16,14
2026-05-09 00:00:00+00:00,16,10,131,68
2026-05-10 00:00:00+00:00,31,11,19,15
2026-05-11 00:00:00+00:00,20,8,19,10
2026-05-12 00:00:00+00:00,31,9,2,2
2026-05-13 00:00:00+00:00,33,14,3,3
2026-05-14 00:00:00+00:00,20,8,8,5
2026-05-15 00:00:00+00:00,27,10,1,1
2026-05-16 00:00:00+00:00,12,7,1,1
2026-05-17 00:00:00+00:00,5,4,7,5
2026-05-18 00:00:00+00:00,17,8,4,4
