time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-18 00:00:00+00:00,17,8,4,4
2026-05-19 00:00:00+00:00,28,10,2,2
2026-05-20 00:00:00+00:00,262,14,10,4
2026-05-21 00:00:00+00:00,48,25,2,2
2026-05-22 00:00:00+00:00,43,22,9,2
2026-05-23 00:00:00+00:00,12,6,3,3
2026-05-24 00:00:00+00:00,25,10,25,3
2026-05-25 00:00:00+00:00,35,12,15,7
2026-05-26 00:00:00+00:00,21,7,3,3
2026-05-27 00:00:00+00:00,43,18,7,4
2026-05-28 00:00:00+00:00,20,11,11,3
2026-05-29 00:00:00+00:00,77,20,14,3
2026-05-30 00:00:00+00:00,21,11,7,5
2026-05-31 00:00:00+00:00,27,14,20,3
