referrer,views_total,views_unique
linkedin.com,41,5
github.com,40,11
apt.izzysoft.de,26,2
lnkd.in,26,1
go.bsky.app,3,3
t.co,3,2
com.linkedin.android,1,1
androidfreeware.net,1,1
