time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-02-26 00:00:00+00:00,20,9,3,3
2026-02-27 00:00:00+00:00,11,6,4,2
2026-02-28 00:00:00+00:00,12,7,10,4
2026-03-01 00:00:00+00:00,26,11,3,2
2026-03-02 00:00:00+00:00,11,9,8,3
2026-03-03 00:00:00+00:00,11,6,3,1
2026-03-04 00:00:00+00:00,12,7,1,1
2026-03-05 00:00:00+00:00,23,10,5,2
2026-03-06 00:00:00+00:00,15,7,31,4
2026-03-07 00:00:00+00:00,3,3,8,2
2026-03-08 00:00:00+00:00,21,12,30,2
2026-03-09 00:00:00+00:00,13,8,50,10
2026-03-10 00:00:00+00:00,11,6,25,5
2026-03-11 00:00:00+00:00,11,5,38,4
