time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-21 00:00:00+00:00,17,7,9,6
2026-03-22 00:00:00+00:00,11,5,9,3
2026-03-23 00:00:00+00:00,20,14,46,5
2026-03-24 00:00:00+00:00,77,36,30,3
2026-03-25 00:00:00+00:00,15,6,9,5
2026-03-26 00:00:00+00:00,10,9,1,1
2026-03-27 00:00:00+00:00,7,6,8,3
2026-03-28 00:00:00+00:00,14,9,7,3
2026-03-29 00:00:00+00:00,21,12,44,2
2026-03-30 00:00:00+00:00,31,24,18,6
2026-03-31 00:00:00+00:00,28,16,6,3
2026-04-01 00:00:00+00:00,16,11,6,1
2026-04-02 00:00:00+00:00,19,10,1,1
2026-04-03 00:00:00+00:00,5,5,6,4
