time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-28 00:00:00+00:00,23,12,64,22
2025-10-29 00:00:00+00:00,60,17,199,19
2025-10-30 00:00:00+00:00,36,11,252,24
2025-10-31 00:00:00+00:00,69,24,322,25
2025-11-01 00:00:00+00:00,31,12,85,10
2025-11-02 00:00:00+00:00,13,6,37,10
2025-11-03 00:00:00+00:00,34,18,127,10
2025-11-04 00:00:00+00:00,46,15,10,8
2025-11-05 00:00:00+00:00,10,6,74,7
2025-11-06 00:00:00+00:00,18,6,34,10
2025-11-07 00:00:00+00:00,22,10,71,8
2025-11-08 00:00:00+00:00,28,6,13,5
2025-11-09 00:00:00+00:00,20,8,23,10
2025-11-10 00:00:00+00:00,25,9,17,9
