url_path,views_total,views_unique
/shalenMathew/Quotes-app,44,36
/shalenMathew/Quotes-app/releases,12,9
/shalenMathew/Quotes-app/releases/tag/v5.5,7,6
/shalenMathew/Quotes-app/discussions,7,3
/shalenMathew/Quotes-app/pulls,6,3
/shalenMathew/Quotes-app/tree/master/app,3,2
/shalenMathew/Quotes-app/commit/edcdf89a3a18780de7e788814484e67c3093d5d9,2,2
/shalenMathew/Quotes-app/issues/210,2,1
/shalenMathew/Quotes-app/pull/23,2,1
/shalenMathew/Quotes-app/blob/2429478b48e8a3d93385cc01bc77acd473df78a7/app/src/main/java/com/shalenmathew/quotesapp/di/AppModule.kt,1,1
