time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-20 00:00:00+00:00,4,4,5.0,2.0
2025-08-21 00:00:00+00:00,5,5,11.0,2.0
2025-08-22 00:00:00+00:00,1,1,,
2025-08-23 00:00:00+00:00,1,1,5.0,2.0
2025-08-24 00:00:00+00:00,3,3,7.0,1.0
2025-08-25 00:00:00+00:00,7,7,5.0,3.0
2025-08-26 00:00:00+00:00,4,4,2.0,2.0
2025-08-27 00:00:00+00:00,1,1,18.0,3.0
2025-08-28 00:00:00+00:00,3,3,2.0,2.0
2025-08-29 00:00:00+00:00,6,6,8.0,3.0
2025-08-30 00:00:00+00:00,1,1,21.0,7.0
2025-08-31 00:00:00+00:00,5,5,53.0,13.0
2025-09-01 00:00:00+00:00,7,7,7.0,6.0
