time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-21 00:00:00+00:00,18,9,4,4
2026-07-22 00:00:00+00:00,8,8,7,4
2026-07-23 00:00:00+00:00,7,6,4,2
2026-07-24 00:00:00+00:00,21,11,2,2
2026-07-25 00:00:00+00:00,5,5,41,26
2026-07-26 00:00:00+00:00,22,13,31,18
2026-07-27 00:00:00+00:00,13,8,7,6
2026-07-28 00:00:00+00:00,26,12,1,1
2026-07-29 00:00:00+00:00,11,5,6,3
2026-07-30 00:00:00+00:00,6,6,7,3
2026-07-31 00:00:00+00:00,19,9,20,4
2026-08-01 00:00:00+00:00,8,7,5,4
2026-08-02 00:00:00+00:00,16,5,0,0
2026-08-03 00:00:00+00:00,7,3,0,0
