time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-12-03 00:00:00+00:00,124,31,10,3
2025-12-04 00:00:00+00:00,12,7,20,8
2025-12-05 00:00:00+00:00,22,17,52,4
2025-12-06 00:00:00+00:00,7,5,19,5
2025-12-07 00:00:00+00:00,9,5,4,4
2025-12-08 00:00:00+00:00,11,7,9,7
2025-12-09 00:00:00+00:00,14,8,26,3
2025-12-10 00:00:00+00:00,4,4,3,2
2025-12-11 00:00:00+00:00,11,6,26,7
2025-12-12 00:00:00+00:00,5,5,63,8
2025-12-13 00:00:00+00:00,4,4,3,3
2025-12-14 00:00:00+00:00,9,5,2,1
2025-12-15 00:00:00+00:00,10,6,5,3
2025-12-16 00:00:00+00:00,2,2,1,1
