time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-09-04 00:00:00+00:00,9,6,3,3
2026-09-05 00:00:00+00:00,4,4,7,4
2026-09-06 00:00:00+00:00,34,17,1,1
2026-09-07 00:00:00+00:00,10,9,3,1
2026-09-08 00:00:00+00:00,25,10,6,5
2026-09-09 00:00:00+00:00,7,5,9,5
2026-09-10 00:00:00+00:00,12,8,16,2
2026-09-11 00:00:00+00:00,13,7,4,3
2026-09-12 00:00:00+00:00,6,6,6,5
2026-09-13 00:00:00+00:00,13,7,5,4
2026-09-14 00:00:00+00:00,18,12,7,5
2026-09-15 00:00:00+00:00,15,8,8,6
2026-09-16 00:00:00+00:00,4,3,7,4
2026-09-17 00:00:00+00:00,3,3,16,14
