url_path,views_total,views_unique
/shalenMathew/Quotes-app,45,34
/shalenMathew/Quotes-app/releases,6,6
/shalenMathew/Quotes-app/issues,6,2
/shalenMathew/Quotes-app/releases/tag/v5.4,4,4
/shalenMathew/Quotes-app/discussions,3,3
/shalenMathew/Quotes-app/tree/master/app,3,2
/shalenMathew/Quotes-app/tree/master/app/src,3,2
/shalenMathew/Quotes-app/tree/master/app/src/main,3,2
/shalenMathew/Quotes-app/tree/master/app/src/main/java/com/shalenmathew/quotesapp,3,2
/shalenMathew/Quotes-app/tree/master,2,1
