url_path,views_total,views_unique
/shalenMathew/Quotes-app,45,29
/shalenMathew/Quotes-app/issues,6,5
/shalenMathew/Quotes-app/releases,6,4
/shalenMathew/Quotes-app/tree/master/.github,4,2
/shalenMathew/Quotes-app/releases/tag/v5.3,3,3
/shalenMathew/Quotes-app/releases/tag/v5.2,3,1
/shalenMathew/Quotes-app/blob/master/README.md,2,1
/shalenMathew/Quotes-app/commits/development,2,1
/shalenMathew/Quotes-app/blob/master/.github/FUNDING.yml,1,1
/shalenMathew/Quotes-app/blob/master/app/build.gradle.kts,1,1
