url_path,views_total,views_unique
/shalenMathew/Quotes-app,134,119
/shalenMathew/Quotes-app/releases/tag/v5.1,28,27
/shalenMathew/Quotes-app/releases,21,21
/shalenMathew/Quotes-app/pull/202,8,1
/shalenMathew/Quotes-app/tree/master/app/src,6,3
/shalenMathew/Quotes-app/pull/202/commits,5,1
/shalenMathew/Quotes-app/tree/master/app,4,3
/shalenMathew/Quotes-app/tree/master/app/src/androidTest/java/com/shalenmathew/quotesapp,4,2
/shalenMathew/Quotes-app/releases/tag/v4.3,3,2
/shalenMathew/Quotes-app/tree/master/app/src/main,3,2
